_id,StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
2510,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,העברה שלא כדין חפץ של אסיר/עצור,
2511,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,העברת מידע כוזב במחשב,
2512,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,העברת נגיף מחשב כדי לגרום נזק,
2513,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,העלבת עובד ציבור,
2514,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,העלמת מידע מהממונים או מרשות חוקית,
2515,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,העלמת מסמך,
2516,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,הפרעה לבעל סמכות,
2517,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,הפרעה לעובד ציבור,
2518,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,הפרעה לפקיד סעד,
2519,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,הפרת הוראה חוקית,
2520,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,הפרת הוראות הרשות לגבי סודיות תחקיר,
2521,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,הפרת חובה חקוקה,
2522,עבירות סדר ציבורי,עבירות הנוגעות לנחלת משפט,הפרת צו בימ'ש שנועד להגן על אדם,
